"Country Code","Country Name","Port Name","Facility Name","IMO Port Facility Number","Description","Longitude","Latitude","Plan Approved?","Initial Approval Date","Review Date","SoC Issue Date","Security Plan Withdrawn?","Withdrawn Date","Last Updated"
"SWE","Sweden","Lidkoping","Lidköpings hamn","SELDK-0002","Bulk carrier, Other cargo ship","0130900E","583000N","True","01/07/2004 00:00:00","06/12/2021 00:00:00","30/11/2014 00:00:00","False","","06/12/2021 14:02:13"
"SWE","Sweden","Loten","Jehander Löten Munsö","SELOT-0001","Bulk","0173520E","592470N","True","18/08/2017 00:00:00","13/07/2022 00:00:00","18/08/2017 00:00:00","False","","13/01/2023 12:32:57"
"SWE","Sweden","Lulea","Cementa","SELLA-0020","Bulk","0221000E","653500N","True","30/04/2014 00:00:00","25/09/2022 00:00:00","25/09/2022 00:00:00","False","","15/05/2024 13:33:10"
"SWE","Sweden","Lulea","Sandskär","SELLA-0018","Oil","0221000E","653500N","True","30/04/2014 00:00:00","25/09/2022 00:00:00","25/09/2022 00:00:00","False","","15/05/2024 13:35:06"
"SWE","Sweden","Lulea","Södra hamnen","SELLA-0021","Cruise","0221000E","653500N","True","13/07/2021 00:00:00","25/09/2022 00:00:00","25/09/2022 00:00:00","False","","15/05/2024 13:36:30"
"SWE","Sweden","Lulea","Svartökajen","SELLA-0019","General cargo, Government ship Cruise liner","0221000E","653500N","True","30/04/2014 00:00:00","25/09/2022 00:00:00","25/09/2022 00:00:00","False","","15/05/2024 13:37:38"
"SWE","Sweden","Lulea","Uddebo Oljehamn","SELLA-0017","Oil","0221000E","653500N","True","30/04/2014 00:00:00","25/09/2022 00:00:00","25/09/2022 00:00:00","False","","15/05/2024 13:39:27"
"SWE","Sweden","Lulea","Victoriahamnen","SELLA-0016","General cargo, Bulk","0221000E","653500N","True","30/04/2014 00:00:00","25/09/2022 00:00:00","25/09/2022 00:00:00","False","","05/04/2023 13:00:01"
"SWE","Sweden","Lysekil","Bastevikskajen","SELYS-0009","Bulk carrier, Other cargo ship","0112600E","581600N","True","17/07/2017 00:00:00","04/01/2023 00:00:00","","False","","18/03/2024 12:10:53"
"SWE","Sweden","Lysekil","Grötö Kaj","SELYS-0010","Bulk carrier, Other cargo ship","0112652E","581627N","True","14/05/2020 00:00:00","10/06/2025 00:00:00","","False","","10/06/2025 14:52:55"
"SWE","Sweden","Lysekil","Grötö rev","SELYS-0011","Passenger ship, Other cargo ship","0112728E","581620N","True","13/05/2020 00:00:00","10/06/2025 00:00:00","","False","","10/06/2025 14:53:22"
"SWE","Sweden","Lysekil","Lahälla","SELYS-0008","Other cargo ship (Tug)","0112686E","582145N","True","24/03/2010 00:00:00","03/06/2024 00:00:00","","False","","24/09/2024 13:19:29"
"SWE","Sweden","Lysekil","Produktkajen - Brofjordens Hamn","SELYS-0007","Oil tanker, chem.tanker, gas carrier","0112600E","581600N","True","01/07/2004 00:00:00","04/01/2023 00:00:00","","False","","04/07/2023 14:42:00"
"SWE","Sweden","Lysekil","Råoljekajen - Brofjordens Hamn","SELYS-0006","Oil tanker","0112600E","581600N","True","01/07/2004 00:00:00","04/01/2023 00:00:00","","False","","04/07/2023 14:41:26"
"SWE","Sweden","Malmo","Frihamnen","SEMMA-0003","Buk and other types of ships including HSC (other types of ships), passengerships","0130000E","553700N","True","12/01/2012 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 09:16:52"
"SWE","Sweden","Malmo","Heidelbergkajen","SEMMA-0059","Bulk and other types of ships","0130000E","553700N","True","05/10/2011 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 08:58:03"
"SWE","Sweden","Malmo","Industrihamnen","SEMMA-0029","Buk and other types of ships including HSC, Oiltanker, Gas carrier","0130000E","553700N","True","24/01/2012 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 08:53:02"
"SWE","Sweden","Malmo","Kaj 521","SEMMA-0005","Bulk and other types of ships","0130000E","553700N","True","24/01/2012 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 09:02:25"
"SWE","Sweden","Malmo","Norra Hamnen","SEMMA-0058","Passenger, Bulk and other types of ships","0130000E","553700N","True","12/01/2012 00:00:00","23/03/2026 00:00:00","","False","","23/03/2026 13:58:57"
"SWE","Sweden","Malmo","Oljehamnen","SEMMA-0021","Oil tankers, Chemical tankers and Gas carrier","0130000E","553700N","True","12/01/2012 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 09:11:40"
"SWE","Sweden","Malmo","Södra bulkhamnen","SEMMA-0023","Bulk and other types of ships","0130000E","553700N","True","24/01/2012 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 09:08:02"
"SWE","Sweden","Malmo","Swede Harbour","SEMMA-0024","Bulk and other types of ships","0130000E","553700N","True","24/01/2012 00:00:00","15/04/2026 00:00:00","","False","","16/04/2026 08:44:24"
"SWE","Sweden","Munksund","SCA Munksund AB","SEMUN-0001","Pulpwood","0213029E","651620N","True","01/07/2004 00:00:00","13/05/2026 00:00:00","","False","","13/05/2026 14:33:58"
"SWE","Sweden","Norrkoping","Djurön","SENRK-0003","Bulk","0162000E","583700N","True","01/07/2004 00:00:00","01/06/2026 00:00:00","","False","","02/06/2026 11:37:56"
"SWE","Sweden","Norrkoping","Holmen Board & Paper","SENRK-0057","General cargo /Ro-Ro","0161200E","583600N","True","01/07/2004 00:00:00","02/07/2026 00:00:00","","False","","02/07/2026 12:43:24"
"SWE","Sweden","Norrkoping","Inre hamnen","SENRK-0005","General cargo, Bulk,passenger","0161200E","583600N","True","01/07/2004 00:00:00","21/10/2021 00:00:00","","False","","04/11/2021 13:43:15"
"SWE","Sweden","Norrkoping","Kaj Tallbacken","SENRK-0054","Oil, Sulphuric acid","0161170E","583670N","True","06/02/2015 00:00:00","28/05/2026 00:00:00","","False","","02/06/2026 11:38:54"
"SWE","Sweden","Norrkoping","Kajplats 38","SENRK-0016","Other cargo ship","0161300E","583600N","True","01/07/2004 00:00:00","21/10/2021 00:00:00","","False","","04/11/2021 13:46:39"
"SWE","Sweden","Norrkoping","Kajplats 40","SENRK-0026","chemikal tanker","0164100E","583620N","True","01/07/2004 00:00:00","18/10/2020 00:00:00","","False","","13/01/2021 10:24:26"
"SWE","Sweden","Norrkoping","Kryssningskaj","SENRK-0055","Cruise","0161200E","583600N","True","03/06/2022 00:00:00","03/06/2022 00:00:00","","False","","03/06/2022 09:06:59"
"SWE","Sweden","Norrkoping","Öhmansterminalen","SENRK-0015","Other cargo ships","0161300E","583600N","True","01/07/2004 00:00:00","21/10/2021 00:00:00","","False","","14/06/2026 19:50:58"
"SWE","Sweden","Norrkoping","Omya AB och Cementa","SENRK-0008","Dry bulk","0161200E","583600N","True","01/07/2004 00:00:00","22/05/2026 00:00:00","","False","","22/05/2026 12:44:18"
"SWE","Sweden","Norrkoping","Pampus Energihamn","SENRK-0006","Oil, chemtanker","0161500E","583700N","True","01/07/2004 00:00:00","21/10/2021 00:00:00","","False","","19/02/2026 14:24:11"
"SWE","Sweden","Norrkoping","Pampus torrlastterminal","SENRK-0018","Other cargo ship","0161500E","583700N","True","01/07/2004 00:00:00","21/10/2021 00:00:00","","False","","14/11/2023 14:40:53"
"SWE","Sweden","Norrkoping","Ramshäll","SENRK-0017","Oil, Chem tankers","0161200E","583700N","True","01/07/2004 00:00:00","21/10/2021 00:00:00","","False","","23/02/2022 10:12:06"
"SWE","Sweden","Norrkoping","Yara hamn","SENRK-0007","Bulk","0161150E","583645N","True","01/07/2004 00:00:00","28/11/2022 00:00:00","28/11/2022 00:00:00","False","","03/01/2023 12:19:15"
"SWE","Sweden","Norrsundet","Norrsundets Hamn","SENOT-0001","General cargo, Pulpwood, Paper and Forestry prod.","0170800E","605600N","True","01/07/2004 00:00:00","28/09/2020 00:00:00","","False","","05/06/2024 12:39:47"
"SWE","Sweden","Norvik","Norvik Container","SENRR-0001","Container","0175800E","585600N","True","31/01/2020 00:00:00","15/07/2025 00:00:00","","False","","16/07/2025 06:38:47"
"SWE","Sweden","Norvik","Norvik Ro-Ro","SENRR-0002","Passenger, oil, bulk, others","0175800E","585600N","True","20/03/2020 00:00:00","16/03/2026 00:00:00","","False","","20/03/2026 12:49:39"
"SWE","Sweden","Norvik","Norvik Södra","SENRR-0003","Bulk","0175800E","585500N","True","28/10/2025 00:00:00","28/10/2025 00:00:00","","False","","29/10/2025 19:25:31"
"SWE","Sweden","Nykoping","Studsvik","SENYO-0002","General cargo","0172400E","584600N","True","01/07/2004 00:00:00","01/02/2022 00:00:00","","False","","09/02/2022 15:32:57"
"SWE","Sweden","Nynashamn","LNG-Terminal","SENYN-0013","LNG Terminal","0175800E","585500N","True","11/03/2020 00:00:00","19/12/2025 00:00:00","","False","","19/12/2025 17:32:20"
"SWE","Sweden","Nynashamn","Nynas AB:s Oljehamn","SENYN-0001","Oil, chem","0175820E","585500N","True","24/06/2009 00:00:00","10/02/2022 00:00:00","","False","","20/09/2023 06:02:15"
"SWE","Sweden","Nynashamn","Nynäshamns hamn","SENYN-0002","Ferry","0175700E","585400N","True","01/07/2004 00:00:00","16/03/2026 00:00:00","","False","","20/03/2026 12:47:43"
"SWE","Sweden","Obbola","Obbola","SEOBB-0001","Oil, Chemicals","0201600E","635000N","True","01/07/2004 00:00:00","08/04/2025 00:00:00","","False","","08/04/2025 14:43:47"
"SWE","Sweden","Ornskoldsvik","Alfredshem","SEOER-0023","Bulk, oil, chem","0184200E","631500N","True","01/07/2004 00:00:00","19/04/2022 00:00:00","","False","","29/04/2022 12:19:09"
"SWE","Sweden","Ornskoldsvik","Domsjö","SEOER-0021","Bulk","0184350E","631585N","True","20/04/2017 00:00:00","19/04/2022 00:00:00","","False","","29/04/2022 12:34:18"
"SWE","Sweden","Ornskoldsvik","Framnäs","SEOER-0020","Bulk","0184334E","631704N","True","01/07/2004 00:00:00","19/04/2022 00:00:00","","False","","29/04/2022 13:37:02"
"SWE","Sweden","Ornskoldsvik","Hörneborg","SEOER-0022","Bulk","0184300E","631600N","True","17/06/2009 00:00:00","19/04/2022 00:00:00","","False","","02/06/2022 07:45:08"
"SWE","Sweden","Ornskoldsvik","Hörneborgs Energihamn","SEOER-0011","Oil, Chem","0184259E","631729N","True","01/07/2004 00:00:00","19/04/2022 00:00:00","","False","","09/04/2025 09:20:04"
"SWE","Sweden","Ornskoldsvik","Köpmanholmen","SEOER-0024","Bulk","0183500E","631000N","True","01/07/2004 00:00:00","19/04/2022 00:00:00","","False","","29/04/2022 13:20:26"
"SWE","Sweden","Ornskoldsvik","Oljehamn","SEOER-0002","Chem, Oil","0184300E","631600N","True","01/07/2004 00:00:00","19/04/2022 00:00:00","","False","","29/04/2022 12:02:22"
"SWE","Sweden","Ornskoldsvik","Stenkajen","SEOER-0004","Cruise, Bulk","0184300E","631720N","True","01/07/2004 00:00:00","19/04/2022 00:00:00","","False","","29/04/2022 13:13:02"
"SWE","Sweden","Oskarshamn","Norra hamnen","SEOSK-0002","Passenger (incl HSC), Bulk, Oiltanker, Cargoship HSC and other types of ships","0162700E","571600N","True","24/06/2009 00:00:00","17/10/2024 00:00:00","","False","","23/03/2026 08:07:09"
"SWE","Sweden","Oskarshamn","Södra kajen","SEOSK-0008","Passenger ships including HSC, Other cargo ship","0162700E","571600N","True","03/06/2009 00:00:00","15/11/2021 00:00:00","","False","","15/11/2021 09:26:42"
"SWE","Sweden","Ostrand","Östrand SCA","SEOST-0001","General cargo, Bulk, Forestry prod.","0172000E","622800N","True","01/07/2004 00:00:00","20/04/2026 00:00:00","","False","","20/04/2026 08:18:55"
"SWE","Sweden","Otterbacken","Otterbäcken hamn","SEOTT-0001","Bulk carrier, Other cargo ship","0110000E","580000N","True","01/07/2004 00:00:00","06/12/2021 00:00:00","30/11/2014 00:00:00","False","","06/12/2021 13:26:17"
"SWE","Sweden","Oxelosund","Oxelösund Hamn AB Stålhamnen","SEOXE-0001","Steel","0170700E","584000N","True","01/07/2004 00:00:00","02/06/2026 00:00:00","","False","","02/06/2026 13:17:09"
"SWE","Sweden","Oxelosund","Stadshamnen","SEOXE-0002","Bulk, General cargo","0170700E","584000N","True","30/09/2009 00:00:00","09/12/2025 00:00:00","","False","","09/12/2025 09:24:37"
"SWE","Sweden","Pitea","Piteå Hamn","SEPIT-0001","Bulk, Chem, Oil","0212848E","651904N","True","01/07/2004 00:00:00","13/10/2021 00:00:00","","False","","06/12/2021 13:33:23"
"SWE","Sweden","Pitea","Sandholmens Hamn","SEPIT-0002","Bulk","0254700E","465900N","True","02/09/2016 00:00:00","19/10/2020 00:00:00","","False","","01/03/2021 07:58:05"
"SWE","Sweden","Ringhals","Ringhals Kraftverkshamnen Videberg","SERIN-0001","Other cargo ship","0120700E","571500N","True","01/07/2004 00:00:00","25/04/2025 00:00:00","","False","","25/04/2025 10:45:44"
"SWE","Sweden","Ronnang","PFG Hamn Ängholmen","SERNG-0005","Bulk carrier, Other cargo ship (service and waiting harbour)","0113379E","575659N","True","19/11/2012 00:00:00","17/04/2025 00:00:00","","False","","17/04/2025 11:09:07"
"SWE","Sweden","Ronnskar","Rönnskär","SEROR-0001","Bulk, Chemicals","0211600E","643900N","True","01/07/2004 00:00:00","13/05/2026 00:00:00","","False","","13/05/2026 12:28:59"
"SWE","Sweden","Rundvik","Rundviks Sågverk SCA","SERUV-0001","General cargo, Bulk, Forestry prod.","0192600E","633200N","True","01/07/2004 00:00:00","12/12/2025 00:00:00","","False","","12/12/2025 10:45:20"
"SWE","Sweden","Sandarne","Kraton Chemical AB","SESAE-0001","Oil, chem","0170900E","611600N","True","01/07/2004 00:00:00","19/02/2025 00:00:00","","False","","05/03/2025 12:55:38"
"SWE","Sweden","Sandarne","Sandarne SMA","SESAE-0002","Bulk","0170600E","611900N","True","01/07/2004 00:00:00","19/02/2025 00:00:00","","False","","04/03/2026 12:46:45"
"SWE","Sweden","Simpevarp","Simpevarp","SESPP-0001","Other types of ships","0164000E","572500N","True","20/12/2011 00:00:00","11/12/2025 00:00:00","","False","","22/12/2025 13:14:21"
"SWE","Sweden","Skelleftehamn","Port of Skellefteå Cementkajen","SESKE-0001","Cement","0211610E","644050N","True","01/07/2004 00:00:00","24/02/2025 00:00:00","","False","","15/04/2026 09:29:35"
"SWE","Sweden","Skelleftehamn","Port of Skellefteå Energikajen","SESKE-0004","Oil and Chemical tanker","0205700E","644400N","True","01/07/2004 00:00:00","24/02/2025 00:00:00","","False","","15/04/2026 09:33:26"
"SWE","Sweden","Skelleftehamn","Port of Skellefteå Södra Hamnen","SESKE-0002","General cargo, Bulk","0205700E","644400N","True","01/07/2004 00:00:00","24/02/2025 00:00:00","","False","","15/04/2026 09:37:54"
"SWE","Sweden","Skoghall","Stora Enso Skoghalls Bruks Hamn","SESKO-0003","Oil","0132600E","591900N","True","21/06/2022 00:00:00","21/06/2022 00:00:00","","False","","31/01/2025 12:42:17"
"SWE","Sweden","Skutskar","Fyruddshamnen Vedkaj","SESSR-0003","Bulk, Oil, Chem","0172400E","603800N","True","03/02/2022 00:00:00","03/02/2022 00:00:00","","False","","21/03/2022 14:18:34"
"SWE","Sweden","Skutskar","Skutskärshamn Massakajen","SESSR-0004","Bulk","0172300E","603800N","True","03/02/2022 00:00:00","03/02/2022 00:00:00","","False","","21/03/2022 14:21:59"
"SWE","Sweden","Slite","Heidelberg Materials","SESLI-0001","Bulk, Oil","0184900E","574200N","True","01/07/2004 00:00:00","17/03/2025 00:00:00","","False","","25/03/2025 12:43:30"
"SWE","Sweden","Slite","Slite Lanthamn","SESLI-0002","Bulk","0184900E","574300N","True","01/07/2004 00:00:00","05/03/2025 00:00:00","","False","","06/03/2025 13:44:19"
"SWE","Sweden","Soderhamn","Långrörs Hamn","SESOO-0001","Oil, Bulk, Chem, Other cargo","0170400E","611800N","True","01/07/2004 00:00:00","16/06/2022 00:00:00","","False","","20/12/2022 08:12:39"
"SWE","Sweden","Soderhamn","Orrskärs Hamn","SESOO-0002","Bulk","0170400E","611800N","True","01/07/2004 00:00:00","16/06/2022 00:00:00","","False","","20/12/2022 08:39:42"
"SWE","Sweden","Sodertalje","Energihamnen","SESOE-0004","Oil, Chemicals","0173968E","591025N","True","01/07/2004 00:00:00","15/06/2026 00:00:00","","False","","16/06/2026 07:45:54"
"SWE","Sweden","Sodertalje","Enhörna","SESOE-0002","Other cargo ship","0172400E","591700N","True","01/07/2004 00:00:00","29/01/2025 00:00:00","","False","","31/01/2025 10:41:24"
"SWE","Sweden","Sodertalje","Igelstahamnen","SESOE-0042","General cargo, Bulk","0173984E","591047N","True","19/12/2013 00:00:00","03/06/2024 00:00:00","","False","","04/06/2024 07:58:11"
"SWE","Sweden","Sodertalje","Sydhamnen","SESOE-0005","Bulk, container","0173970E","590968N","True","01/07/2004 00:00:00","15/06/2026 00:00:00","","False","","16/06/2026 07:50:26"
"SWE","Sweden","Sodertalje","Uthamnen","SESOE-0006","Bulk","0172370E","591069N","True","01/07/2004 00:00:00","15/06/2026 00:00:00","","False","","16/06/2026 07:48:36"
"SWE","Sweden","Solvesborg","Yttre hamnen","SESOL-0003","Bulk and other types of ships","0143500E","560300N","True","03/02/2012 00:00:00","07/03/2022 00:00:00","","False","","19/11/2025 23:02:47"
"SWE","Sweden","Soraker","Söråker Delta terminal AB","SESOR-0003","General cargo","0173000E","623000N","True","01/07/2004 00:00:00","09/04/2025 00:00:00","","False","","10/04/2025 07:52:59"
"SWE","Sweden","Stenungsund","Borealis Havden hamn","SESTE-0002","Oil tanker, chem.tanker, gas carrier","0114900E","580500N","True","07/10/2025 00:00:00","07/10/2025 00:00:00","","False","","07/10/2025 14:30:20"
"SWE","Sweden","Stenungsund","INOVYN hamn","SESTE-0003","Bulk carrier, Chemical tanker, Gas carrier, Oil tanker","0114900E","580500N","True","01/07/2004 00:00:00","21/02/2022 00:00:00","","False","","31/01/2024 11:38:29"
"SWE","Sweden","Stenungsund","Petro Port","SESTE-0025","Chemical tanker, Oil tanker, Gas carrier","0114900E","580500N","True","23/10/2012 00:00:00","18/02/2022 00:00:00","","False","","02/03/2022 12:26:00"
"SWE","Sweden","Stenungsund","Talludden","SESTE-0004","Bulk carrier","0114900E","580500N","True","20/05/2009 00:00:00","25/11/2025 00:00:00","","False","","25/11/2025 12:41:27"
"SWE","Sweden","Stenungsund","Vattenfalls hamn","SESTE-0005","Oil tanker, chem.tanker, gas carrier","0114900E","580500N","True","01/07/2004 00:00:00","27/05/2025 00:00:00","","False","","28/05/2025 11:30:26"
"SWE","Sweden","Stockholm","Cementa Stockholmsdepå","SESTO-0004","Bulk","0180300E","591900N","True","01/07/2004 00:00:00","17/07/2025 00:00:00","","False","","17/07/2025 10:39:46"
"SWE","Sweden","Stockholm","Frihamnen 630-655","SESTO-0011","Bulk, Ferry, general cargo","0180300E","591900N","True","01/07/2004 00:00:00","03/06/2025 00:00:00","","False","","09/06/2025 05:04:06"
"SWE","Sweden","Stockholm","Frihamnsterminalen","SESTO-0014","Ferry, Bulk","0180300E","591900N","True","01/07/2004 00:00:00","03/06/2025 00:00:00","","False","","09/06/2025 05:04:49"
"SWE","Sweden","Stockholm","Hammarby Kaj","SESTO-0002","Oil, Chem, other cargo","0180300E","591900N","True","01/07/2004 00:00:00","16/04/2025 00:00:00","","False","","24/04/2025 06:53:30"
"SWE","Sweden","Stockholm","Masthamnen","SESTO-0025","Ferry, Bulk","0180300E","591900N","True","01/07/2004 00:00:00","03/06/2025 00:00:00","","False","","09/06/2025 05:03:21"
"SWE","Sweden","Stockholm","Skeppsbron 105-106 inkl. ankarplats Stockholms Ström","SESTO-0020","Cruiseliner, Ferry, Oil, Chemical, Bulk","0180300E","591900N","True","01/07/2004 00:00:00","16/03/2026 00:00:00","","False","","20/03/2026 12:44:32"
"SWE","Sweden","Stockholm","Stadsgården 160","SESTO-0021","Cruiseliners, Oil, Chemicals, Bulk","0180300E","591900N","True","01/07/2004 00:00:00","16/03/2026 00:00:00","","False","","20/03/2026 12:45:25"
"SWE","Sweden","Stockholm","Stockholms Exergi Energihamnen i Värtan","SESTO-0065","Bulk, oil, gerneral cargo","0180300W","591900N","True","01/07/2004 00:00:00","09/12/2022 00:00:00","","False","","21/02/2023 06:51:59"
"SWE","Sweden","Stockholm","Stockholms Reparationsvarv","SESTO-0006","Shipyard","0180300W","591900N","True","01/07/2004 00:00:00","18/09/2021 00:00:00","","False","","18/03/2025 12:05:12"
"SWE","Sweden","Stockholm","Värtahamnen","SESTO-0019","Ferry, Bulk","0180300E","591900N","True","01/07/2004 00:00:00","16/03/2026 00:00:00","","False","","20/03/2026 12:46:35"
"SWE","Sweden","Stockholm","Värtahamnen Energi","SESTO-0066","Oil","0180300E","591900N","True","05/06/2025 00:00:00","05/06/2025 00:00:00","","False","","09/06/2025 09:17:51"
"SWE","Sweden","Stockvik","Nouryon Stockvik","SESTK-0001","Bulk, Chem, Oil","0172000E","622500N","True","01/07/2004 00:00:00","28/11/2022 00:00:00","","False","","14/02/2023 12:27:00"
"SWE","Sweden","Stora Vika","Stockholms Bulkhamn AB","SESTV-0001","Dry cargo,Bulk","0174700E","585600N","True","01/07/2004 00:00:00","03/11/2025 00:00:00","","False","","17/02/2026 06:43:33"
"SWE","Sweden","Storugns","Storungs hamn","SESUS-0001","Bulk, oil","0184800E","575000N","True","01/07/2004 00:00:00","28/04/2026 00:00:00","","False","","28/04/2026 11:27:43"
"SWE","Sweden","Stra","Stucks Strå Hamn","SEKAF-0001","Bulc","0190100E","575300N","True","23/05/2017 00:00:00","03/03/2026 00:00:00","","False","","04/05/2026 13:12:53"
"SWE","Sweden","Stromstad","Kålvik hamn","SESMD-0024","Bulk carrier, Other cargo ship","0111814E","590698N","True","11/01/2019 00:00:00","03/03/2029 00:00:00","","False","","20/05/2025 13:22:59"
